"Far Cry Compilation ",2014,"UBISOFT INC.
","PLAYSTATION 3
"
"Far Cry Complete ",2010,"UBISOFT INC.
","WINDOWS
"
"Far Cry: Instincts ",2005,"UBISOFT ENTERTAINMENT SA
UBISOFT INC.
","XBOX
"
"Far Cry: Instincts - Evolution ",2006,"UBISOFT ENTERTAINMENT SA
UBISOFT INC.
","XBOX
"
"Far Cry: Instincts - Predator ",2006,"UBISOFT ENTERTAINMENT SA
UBISOFT INC.
","XBOX 360
"
"Far Cry: The Wild Expedition ",2014,"UBISOFT ENTERTAINMENT SA
","PLAYSTATION 3
WINDOWS
XBOX 360
"
"Far Cry: Vengeance ",2006,"UBISOFT ENTERTAINMENT SA
UBISOFT INC.
","WII
"
"Far Gate ",2001,"MICRO?DS
","WINDOWS
"
"Faria: A World of Mystery and Danger! ",1989,"HI-SCORE MEDIA WORK CORP.
NEXOFT CORPORATION
","NES
"
"Farland Odyssey ",1999,"TECHNICAL GROUP LABORATORY INC.
","WINDOWS
"
"Farland Saga ",1996,"TECHNICAL GROUP LABORATORY INC.
","SEGA SATURN
WINDOWS
"
"Farland Saga: Toki no Michishirube ",1997,"SUCCESS CORP.
TECHNICAL GROUP LABORATORY INC.
","PLAYSTATION
SEGA SATURN
WINDOWS
"
"Farland Story ",1992,"BANPRESTO CO. LTD.
NEC HOME ELECTRONICS LTD.
SUCCESS CORP.
TECHNICAL GROUP LABORATORY INC.
","PC-98
PC-FX
PLAYSTATION
SNES
"
"Farland Story 2 ",1995,"BANPRESTO CO. LTD.
","SNES
"
"Farland Story: Daichi no Kizuna ",1995,"TECHNICAL GROUP LABORATORY INC.
","PC-98
"
"Farland Story Denki: Arc O no Ensei ",1993,"TECHNICAL GROUP LABORATORY INC.
","PC-98
"
"Farland Story: Kamigami no Isen ",1996,"TECHNICAL GROUP LABORATORY INC.
","PC-98
"
"Farland Story: Shirogane no Tsubasa ",1994,"TECHNICAL GROUP LABORATORY INC.
","PC-98
"
"Farland Story: Tenshi no Namida ",1994,"TECHNICAL GROUP LABORATORY INC.
","PC-98
"
"The Farmer's Daughter ",1988,"NOCTURNAL SOFTWARE
","COMMODORE 64
DOS
"
"FarmersMahJongg ",2001,"OBJECTFARM
","MACINTOSH
"
"Farm Frenzy ",2007,"AK TRONIC SOFTWARE & SERVICES GMBH
ALAWAR ENTERTAINMENT INC.
HEROCRAFT LTD
IWIN INC.
","ANDROID
BADA
BLACKBERRY
IPHONE
PLAYSTATION 3
PSP
SYMBIAN
WINDOWS
"
"Farm Frenzy 2 ",2008,"AK TRONIC SOFTWARE & SERVICES GMBH
ALAWAR ENTERTAINMENT INC.
CONNECT2MEDIA
GAME FACTORY INTERACTIVE LTD.
IWIN INC.
MICROSOFT STUDIOS
RUSSOBIT-M
","ANDROID
BADA
IPAD
IPHONE
WINDOWS
WINDOWS PHONE
"
"Farm Frenzy: Ancient Rome ",2011,"ALAWAR ENTERTAINMENT INC.
","WINDOWS
"
"Farm Frenzy Pack ",2010,"ALAWAR ENTERTAINMENT INC.
IWIN INC.
","WINDOWS
"
"Farm Frenzy Teil 1-3 ",2012,"AK TRONIC SOFTWARE & SERVICES GMBH
","WINDOWS
"
"Farm Heroes Saga ",2013,"KING.COM
","ANDROID
BROWSER
IPAD
IPHONE
"
"Farming Giant ",2013,"UIG GMBH
","WINDOWS
"
"Farming Simulator ",2010,"ASTRAGON SOFTWARE GMBH
EXCALIBUR PUBLISHING LIMITED
","WINDOWS
"
"Farming Simulator 2009 ",2009,"AK TRONIC SOFTWARE & SERVICES GMBH
ASTRAGON SOFTWARE GMBH
EXCALIBUR PUBLISHING LIMITED
TECHLAND SP. Z O.O.
US ACTION
ZOO CORPORATION
","WINDOWS
"
"Farming Simulator 2011 ",2010,"BIGSIMS.COM
","MACINTOSH
WINDOWS
"
"Farming Simulator 2013 ",2012,"FOCUS HOME INTERACTIVE SAS
","MACINTOSH
WINDOWS
"
"Farming Simulator 2013: Ursus ",2013,"UNKNOWN PUBLISHER{S}
","MACINTOSH
WINDOWS
"
"Farm Story ",2010,"TEAMLAVA
LLC
","ANDROID
IPAD
IPHONE
"
"FarmVille ",2009,"ZYNGA GAME NETWORK INC.
","BROWSER
IPAD
IPHONE
"
"Farocar ",1997,"WEBFOOT TECHNOLOGIES INC.
","WINDOWS
"
"Farscape: The Game ",2002,"1C COMPANY
SIMON & SCHUSTER INTERACTIVE
","WINDOWS
"
"Far the Earth no Jakotei: Neo Metal Fantasy ",1992,"HUMAN ENTERTAINMENT INC.
","TURBOGRAFX CD
"
"Far West ",1991,"UNICORN VERTRIEBSGESELLSCHAFT
","AMIGA
"
"Far West ",2002,"AKELLA
ENCORE SOFTWARE INC.
JOWOOD PRODUCTIONS SOFTWARE AG
","WINDOWS
"
"Fascination ",1991,"COKTEL VISION
TOMAHAWK
","AMIGA
ATARI ST
DOS
"
"Faselei! ",1999,"SNK CORPORATION
SNK EUROPE LTD.
","NEO GEO POCKET COLOR
"
"Fashion Apprentice ",2008,"BIG FISH GAMES INC
","WINDOWS
"
"Fashion Craze ",2007,"ALAWAR ENTERTAINMENT INC.
","WINDOWS
"
"Fashion Story ",2011,"TEAMLAVA
LLC
","ANDROID
IPAD
IPHONE
"
"Fast Action Paq ",1993,"MALLARD SOFTWARE
WYRMKEEP ENTERTAINMENT CO
","MACINTOSH
WINDOWS
WINDOWS 3.X
"
"The Fast and the Furious: Fugitive ",2007,"I-PLAY
","BREW
J2ME
"
"The Fast and the Furious ",2006,"NAMCO BANDAI GAMES AMERICA INC.
","PLAYSTATION 2
PSP
"
"The Fast and the Furious: Tokyo ",2006,"I-PLAY
","J2ME
"
"Fast Attack: High Tech Submarine Warfare ",1995,"SIERRA ON-LINE INC.
","DOS
"
"Fast Break ",1988,"ACCOLADE INC.
ELECTRONIC ARTS INC.
","AMIGA
APPLE IIGS
COMMODORE 64
DOS
"
"Fast Break Basketball 2001 ",2001,"HEAVYREIGN SOFTWARE
","WINDOWS
"
"FastCrawl ",2006,"PAWLEYSCAPE
","WINDOWS
"
"Fast Eddie ",1982,"FOX VIDEO GAMES INC.
SIRIUS SOFTWARE INC.
","ATARI 2600
ATARI 8-BIT
COMMODORE 64
VIC-20
"
"Fastest Lap ",1992,"NTV INTERNATIONAL CORPORATION
","GAME BOY
"
"Fast Food ",1989,"CODEMASTERS SOFTWARE COMPANY LIMITED
THE
","AMIGA
AMSTRAD CPC
ATARI ST
COMMODORE 64
DOS
ZX SPECTRUM
"
"Fast Food ",1982,"TELESYS
","ATARI 2600
"
"Fast Food Tycoon ",1999,"ACTIVISION VALUE PUBLISHING INC.
SOFTWARE 2000
","WINDOWS
"
"Fast Food Tycoon 2 ",2000,"ACTIVISION VALUE PUBLISHING INC.
VIRGIN INTERACTIVE ENTERTAINMENT [EUROPE] LTD.
SOFTWARE 2000
","WINDOWS
"
"Fast & Furious: Showdown ",2013,"ACTIVISION PUBLISHING INC.
","PLAYSTATION 3
WII U
WINDOWS
XBOX 360
"
"Fast Lane Carnage ",2005,"ECLYPSE
","WINDOWS
"
"Fastlane Pinball ",2006,"MERSCOM LLC
","WINDOWS
"
"Fast Lanes Bowling ",2004,"AKELLA
ENLIGHT SOFTWARE LTD.
ENLIGHT INTERACTIVE INC.
","WINDOWS
"
"Fastlane Street Racing ",2008,"ATOD AB
","IPAD
IPHONE
"
"The Fast Show ",1999,"BBC WORLDWIDE LTD.
","WINDOWS
"
"Fast Striker ",2010,"NG:DEV.TEAM
","DREAMCAST
IPHONE
"
"Fast Striker Limited Edition ",2010,"NG:DEV.TEAM
","DREAMCAST
"
"FastTracker 2 included game ",1994,"STARBREEZE STUDIOS AB
TRITON PRODUCTIONS
","DOS
"
"Fast Tracks: The Computer Slot Car Construction Kit ",1986,"ACTIVISION INC.
","COMMODORE 64
"
"Fatal Abyss ",1998,"SEGASOFT INC.
","WINDOWS
"
"Fatal Challenge ",1992,"UNKNOWN PUBLISHER{S}
","DOS
"
"Fatal Craft ",1992,"WATARA
","SUPERVISION
"
"Fatale ",2009,"TALE OF TALES BVBA
","LINUX
MACINTOSH
WINDOWS
"
"Fatal Frame ",2001,"MC2-MICRO?DS
SONY COMPUTER ENTERTAINMENT AMERICA INC.
TECMO INC.
TECMO LTD.
WANADOO EDITION
","PLAYSTATION 2
PLAYSTATION 3
XBOX
"
"Fatal Frame II: Crimson Butterfly ",2003,"TECMO INC.
TECMO LTD.
UBISOFT ENTERTAINMENT SA
","PLAYSTATION 2
XBOX
"
"Fatal Frame III: The Tormented ",2005,"TAKE-TWO INTERACTIVE SOFTWARE EUROPE LTD.
TECMO INC.
","PLAYSTATION 2
"
"Fatal Fumes ",1997,"SPECTRUM PACIFIC PUBLISHING
","DOS
"
"Fatal Fury ",1991,"D4 ENTERPRISE INC.
MAGICAL COMPANY LTD.
SEGA ENTERPRISES LTD.
SNK CORPORATION
SNK CORPORATION OF AMERICA
SNK PLAYMORE CORP.
SNK PLAYMORE USA CORP.
TAKARA CO. LTD.
TAKARA U.S.A.CORP.
TEC TOY IND?STRIA DE BRINQUEDOS S.A.
","ARCADE
GENESIS
NEO GEO
NEO GEO CD
PLAYSTATION 3
PSP
SHARP X68000
SNES
WII
WINDOWS
"
"Fatal Fury 2 ",1992,"D4 ENTERPRISE INC.
HUDSON SOFT COMPANY LTD.
MAGICAL COMPANY LTD.
SNK CORPORATION
SNK OF AMERICA
TAKARA CO. LTD.
TAKARA U.S.A.CORP.
","ARCADE
GAME BOY
GENESIS
NEO GEO
NEO GEO CD
SHARP X68000
SNES
TURBOGRAFX CD
WII
"
"Fatal Fury 3: Road to the Final Victory ",1995,"D4 ENTERPRISE INC.
GAMEBANK CORP.
SNK CORPORATION
SNK OF AMERICA
WIZARDWORKS SOFTWARE
","ARCADE
NEO GEO
NEO GEO CD
SEGA SATURN
WII
WINDOWS
"
"Fatal Fury: Battle Archives Volume 1 ",2006,"SNK PLAYMORE CORP.
SNK PLAYMORE USA CORP.
","PLAYSTATION 2
"
"Fatal Fury: Battle Archives Volume 2 ",2007,"SNK PLAYMORE CORP.
SNK PLAYMORE USA CORP.
","PLAYSTATION 2
"
"Fatal Fury: First Contact ",1999,"SNK CORPORATION
SNK EUROPE LTD.
SNK OF AMERICA
","NEO GEO POCKET COLOR
"
"Fatal Fury Special ",1993,"D4 ENTERPRISE INC.
HUDSON SOFT COMPANY LTD.
JAPAN HOME VIDEO CO. LTD.
JVC MUSICAL INDUSTRIES INC.
MAGICAL COMPANY LTD.
SEGA ENTERPRISES LTD.
SNK CORPORATION
SNK OF AMERICA
SNK PLAYMORE CORP.
TAKARA CO. LTD.
VICTOR ENTERTAINMENT INC.
","ARCADE
FM TOWNS
GAME GEAR
NEO GEO
NEO GEO CD
SEGA CD
SHARP X68000
SNES
TURBOGRAFX CD
WII
XBOX 360
"
"Fatal Fury: Wild Ambition ",1999,"SNK CORPORATION
SNK CORPORATION OF AMERICA
SNK PLAYMORE CORP.
","PLAYSTATION
PLAYSTATION 3
PSP
PS VITA
"
"Fatal Heritage ",1990,"DELTA KONZEPT GMBH
","AMIGA
"
"Fatal Inertia ",2007,"KOEI CO. LTD.
KOEI CORPORATION
","PLAYSTATION 3
XBOX 360
"
"Fatal Labyrinth ",1990,"SEGA ENTERPRISES LTD.
SEGA CORPORATION
SEGA OF AMERICA INC.
","GENESIS
WINDOWS
"
"Fatal Relations ",1993,"HIMEYA SOFT INC
","PC-98
WINDOWS
"
"Fatal Run ",1990,"ATARI CORPORATION
","ATARI 2600
ATARI 7800
"
"Fat Cat ",2008,"NITROME LTD.
","BROWSER
"
"Fat City ",1983,"WEEKLY READER FAMILY SOFTWARE
","APPLE II
"
"Fate ",2005,"WILDTANGENT INC.
","MACINTOSH
WINDOWS
"
"Fate Axis ",2002,"UNKNOWN PUBLISHER{S}
","WINDOWS
"
"Fate by Numbers ",2007,"UNKNOWN PUBLISHER{S}
","WINDOWS
"
"Fate: Gates of Dawn ",1991,"RELINE SOFTWARE
","AMIGA
ATARI ST
"
"Fate/hollow ataraxia ",2005,"TYPE-MOON
","WINDOWS
"
"Fate of A Nation ",2010,"NORBERG GAMES
","WINDOWS
"
"Fate of the Dragon ",2001,"EIDOS INTERACTIVE INC.
EIDOS INTERACTIVE LTD.
SOLD OUT SALES & MARKETING LTD.
","WINDOWS
"
"Fate of the World ",2011,"RED REDEMPTION LTD.
","MACINTOSH
WINDOWS
"
"Fate of the World: Tipping Point ",2012,"LACE MAMBA GLOBAL LTD.
","MACINTOSH
WINDOWS
"
"Fates of Twinion ",1993,"SIERRA ON-LINE INC.
","DOS
"
"Fate/stay night ",2004,"KADOKAWA SHOTEN
TYPE-MOON
","PLAYSTATION 2
WINDOWS
"
"Fate Stay Night Racing ",2006,"TRIPLUS
","WINDOWS
"
"Fate: Undiscovered Realms ",2008,"ENCORE SOFTWARE INC.
","WINDOWS
"
"Fathammer Classics ",2004,"GIZMONDO EUROPE LTD.
","GIZMONDO
"
"Father World ",1994,"TWIM
","DOS
"
"Fathom ",1983,"IMAGIC
","ATARI 2600
COLECOVISION
INTELLIVISION
TI-99/4A
"
"Fathom: The Game of Tiles ",1997,"MAXIS SOFTWARE INC.
","WINDOWS
"
"Fatman: The Caped Consumer ",1993,"BLACK LEGEND LTD.
","AMIGA
DOS
"
"Fat Princess ",2009,"SONY COMPUTER ENTERTAINMENT AMERICA INC.
","PLAYSTATION 3
"
"Fat Princess: Fat Roles ",2010,"SONY COMPUTER ENTERTAINMENT AMERICA INC.
","PLAYSTATION 3
"
"Fat Princess: Fistful of Cake ",2010,"SONY COMPUTER ENTERTAINMENT AMERICA INC.
SONY COMPUTER ENTERTAINMENT EUROPE LTD.
","PSP
"
"Fat Santa! ",2007,"OFF THE WRIST
","BROWSER
"
"Fatso! ",2012,"UNKNOWN PUBLISHER{S}
","ODYSSEY 2
"
"Fatty Bear's Birthday Surprise ",1992,"HUMONGOUS ENTERTAINMENT INC.
","3DO
DOS
MACINTOSH
WINDOWS
"
"Fatty Bear's FunPack ",1993,"HUMONGOUS ENTERTAINMENT INC.
","3DO
DOS
"
"Fatum ",1993,"ASF S.C.
","ATARI 8-BIT
"
"Fat Worm Blows A Sparky ",1986,"DURELL SOFTWARE LTD.
","ZX SPECTRUM
"
"Fausset? Amour  ",1993,"NAXAT SOFT
","TURBOGRAFX CD
"
"Fax ",1983,"EPYX INC.
","COMMODORE 64
"
"Faxanadu ",1987,"HUDSON SOFT COMPANY LTD.
NINTENDO OF AMERICA INC.
","NES
WII
"
"Faxion Online ",2011,"UTV IGNITION GAMES LTD.
","WINDOWS
"
"Fball ",1979,"CODE WORKS
THE
","COMMODORE PET/CBM
"
"FBI Hostage Rescue ",2004,"1C COMPANY
ACTIVISION VALUE PUBLISHING INC.
","WINDOWS
"
"FBI: Paranormal Case ",2010,"ANUMAN INTERACTIVE SA
GAME FACTORY INTERACTIVE LTD.
RUSSOBIT-M
","ANDROID
IPAD
IPHONE
MACINTOSH
WINDOWS
"
"FDC Live Cockpit! ",2004,"AEROSOFT GMBH
","WINDOWS
"
"F.D.N.Y. Firefighter: American Hero ",2002,"ACTIVISION VALUE PUBLISHING INC.
","WINDOWS
"
"F.E.A.R. 2: Project Origin ",2009,"AK TRONIC SOFTWARE & SERVICES GMBH
CYBERFRONT CORPORATION
ND GAMES
WARNER BROS. INTERACTIVE ENTERTAINMENT INC.
","PLAYSTATION 3
WINDOWS
XBOX 360
"
"F.E.A.R. 2: Reborn ",2009,"WARNER BROS. INTERACTIVE ENTERTAINMENT INC.
","PLAYSTATION 3
WINDOWS
XBOX 360
"
"F.E.A.R. Combat ",2006,"SIERRA ENTERTAINMENT INC.
","WINDOWS
"
"Fear Effect ",2000,"EIDOS INTERACTIVE INC.
EIDOS INTERACTIVE LTD.
SQUARE ENIX LTD.
","PLAYSTATION
PS VITA
"
"Fear Effect 2: Retro Helix ",2001,"EIDOS INTERACTIVE INC.
EIDOS INTERACTIVE LTD.
EIDOS KK
SQUARE ENIX LTD.
","PLAYSTATION
PS VITA
"
"F.E.A.R.: Extraction Point ",2006,"SIERRA ENTERTAINMENT INC.
VIVENDI UNIVERSAL GAMES INC.
","WINDOWS
"
"F.E.A.R. Files ",2007,"SIERRA ENTERTAINMENT INC.
VIVENDI UNIVERSAL GAMES INC.
","XBOX 360
"
"F.E.A.R.: First Encounter Assault Recon ",2005,"AK TRONIC SOFTWARE & SERVICES GMBH
SIERRA ENTERTAINMENT INC.
VIVENDI UNIVERSAL GAMES INC.
","PLAYSTATION 3
WINDOWS
XBOX 360
"
"F.E.A.R.: First Encounter Assault Recon Director's Edition ",2005,"SIERRA ENTERTAINMENT INC.
VIVENDI UNIVERSAL GAMES INC.
","WINDOWS
"
"F.E.A.R.: First Encounter Assault Recon - The Complete Collection Platinum Collection ",2007,"SIERRA ENTERTAINMENT INC.
","WINDOWS
"
"Fear for Sale: Mystery of McInroy Manor ",2011,"BIG FISH GAMES INC
","IPAD
IPHONE
MACINTOSH
WINDOWS
"
"Fear for Sale: Mystery of McInroy Manor Collector's Edition ",2010,"BIG FISH GAMES INC
","MACINTOSH
WINDOWS
"
"F.E.A.R. Gold Edition ",2007,"AK TRONIC SOFTWARE & SERVICES GMBH
SIERRA ENTERTAINMENT INC.
VIVENDI UNIVERSAL GAMES INC.
","WINDOWS
"
"Fearless Fred and the Factory of Doom ",1986,"AMERICANA SOFTWARE LIMITED
","COMMODORE 64
"
"Fear of Twine ",2014,"UNKNOWN PUBLISHER{S}
","BROWSER
"
"F.E.A.R.: Perseus Mandate ",2007,"SIERRA ENTERTAINMENT INC.
","WINDOWS
"
"Fears ",1995,"ATTIC ENTERTAINMENT SOFTWARE GMBH
MANYK LTD
","AMIGA
AMIGA CD32
"
"The Fear ",2001,"ENIX CORPORATION
","PLAYSTATION 2
"
"F.E.A.R. Trilogy ",2012,"WARNER BROS. INTERACTIVE ENTERTAINMENT INC.
","WINDOWS
"
"Feasibility Experiment ",1983,"CHANNEL 8 SOFTWARE
DIGITAL FANTASIA
","BBC MICRO
COMMODORE 64
ELECTRON
ORIC
ZX SPECTRUM
"
"FEDA: The Emblem of Justice ",1994,"YANOMAN CORPORATION
","SNES
"
"Federation ",1987,"CRL GROUP PLC
","AMSTRAD CPC
COMMODORE 64
ZX SPECTRUM
"
"Fedora Spade: Death Wears a Fedora ",2007,"RADICAL POESIS GAMES & CREATIONS
","WINDOWS
"
"Fedora Spade: Prologue ",2007,"RADICAL POESIS GAMES & CREATIONS
","WINDOWS
"
"Fedora Spade: The Last Job ",2008,"RADICAL POESIS GAMES & CREATIONS
","WINDOWS
"
"Fedora Spade: The Red Ring ",2007,"RADICAL POESIS GAMES & CREATIONS
","WINDOWS
"
"The Feeble Files ",1997,"ADVENTURE SOFT PUBLISHING LTD.
MACPLAY
E.P.I.C. INTERACTIVE ENTERTAINMENT GMBH
","AMIGA
MACINTOSH
WINDOWS
"
"Feedback ",1988,"TECHNOSOFT CO. LTD.
","MSX
"
"Feeding Frenzy ",2004,"GAMEHOUSE INC.
MR.GOODLIVING LTD
OBERON GAMES INC.
POPCAP GAMES INC.
REAL NETWORKS INC.
SPROUT GAMES
LLC
","BREW
J2ME
MACINTOSH
WINDOWS
XBOX 360
"
"Feeding Frenzy 2: Shipwreck Showdown ",2006,"GAMEHOUSE INC.
POPCAP GAMES INC.
SONY ONLINE ENTERTAINMENT INC.
","PLAYSTATION 3
WINDOWS
XBOX 360
"
"Feed Me Oil ",2011,"CHILLINGO LTD
","ANDROID
IPAD
IPHONE
WINDOWS PHONE
"
"Feedn' Chloe ",2001,"ARUSH ENTERTAINMENT
","WINDOWS
"
"Feed the Head ",2007,"VECTORPARK INC.
","BROWSER
IPAD
IPHONE
"
"Feed the Snake ",2003,"REALAPEX
","WINDOWS
"
"Feel the Magic XY/XX ",2004,"SEGA CORPORATION
SEGA EUROPE LTD.
","NINTENDO DS
"
"Feet of Fury ",2003,"GOAT STORE
LLC
THE
","DREAMCAST
"
"Feign ",2010,"UNKNOWN PUBLISHER{S}
","BROWSER
"
"Felix in the Factory ",1982,"MICRO POWER LTD
","BBC MICRO
COMMODORE 64
ELECTRON
"
"Felix the Cat ",1992,"ELECTRO BRAIN CORP.
HUDSON SOFT USA INC.
","GAME BOY
NES
"
"The Fellowship of the Ring ",1986,"ADDISON-WESLEY PUBLISHING COMPANY INC.
MELBOURNE HOUSE
","AMSTRAD CPC
AMSTRAD PCW
APPLE II
BBC MICRO
COMMODORE 64
DOS
MACINTOSH
ZX SPECTRUM
"
"Felony 11-79 ",1997,"ASCII ENTERTAINMENT SOFTWARE INC.
CLIMAX
FOUR WINDS INC.
YANOMAN CORPORATION
","PLAYSTATION
"
"Fengkuang Shuang Xiang Pao ",1992,"DYNASTY INTERNATIONAL INFORMATION CO. LTD.
","DOS
"
"Fengse Huanxiang ",1999,"FUNYOURS TECHNOLOGY CO. LTD.
","WINDOWS
"
"Fengse Huanxiang 2 ",2002,"UNISTAR
","WINDOWS
"
"Fengse Huanxiang 3: Zui yu Fa de Zhenhunge ",2004,"UNISTAR
","WINDOWS
"
"Fengse Huanxiang 4: Shengzhan de Zhongyan ",2005,"UNISTAR
","WINDOWS
"
"Fengse Huanxiang 5: Chi Yue Zhanzheng ",2006,"UNISTAR
","WINDOWS
"
"Fengshenbang ",1995,"COMPUTER & ENTERTAINMENT INC.
","NES
"
"Fengshen Yingjiezhuan ",1996,"CHUANPU TECHNOLOGIES
","GENESIS
"
"Feng Yun 2: Qi Wuqi ",2001,"INTERSERV INTERNATIONAL INC.
RUSSOBIT-M
","WINDOWS
"
"Fenimore Fillmore's Revenge ",2008,"GAME FACTORY INTERACTIVE LTD.
NOBILIS GROUP
RUSSOBIT-M
TGC - THE GAMES COMPANY GMBH
","WINDOWS
"
"The Fennels Figure Math ",1996,"MCGRAW HILL HOME INTERACTIVE
","WINDOWS
"
"F?rias Frustradas do Pica-Pau ",1996,"TEC TOY IND?STRIA DE BRINQUEDOS S.A.
","GENESIS
SEGA MASTER SYSTEM
"
"Fermion: Mirai kara no Homonsha ",1995,"SILKY'S
","PC-98
"
"Fernandez Must Die ",1988,"IMAGE WORKS
","AMIGA
AMSTRAD CPC
ATARI ST
COMMODORE 64
ZX SPECTRUM
"
"Fernando Alonso Racing ",2004,"TOPGAM
","DOJA
J2ME
SYMBIAN
"
"Fernando Mart?n Basket Master ",1987,"DINAMIC SOFTWARE
IMAGINE SOFTWARE
IMAGINE
","AMSTRAD CPC
COMMODORE 64
DOS
MSX
ZX SPECTRUM
"
"Fernando Mart?n Executive ",1987,"DINAMIC SOFTWARE
","MSX
"
"Ferrari Challenge Trofeo Pirelli ",2008,"SYSTEM 3 SOFTWARE LTD.
","PLAYSTATION 2
PLAYSTATION 3
WII
"
"Ferrari Formula One ",1988,"ELECTRONIC ARTS INC.
","AMIGA
ATARI ST
COMMODORE 64
DOS
PC-98
"
"Ferrari Grand Prix Challenge ",1992,"FLYING EDGE INC.
VARIE CORPORATION
","GENESIS
"
"Ferrari Grand Prix Challenge ",1992,"ACCLAIM ENTERTAINMENT INC.
","GAME BOY
NES
"
"Ferrari World Championship ",2008,"GAMELOFT S.A.
","BREW
DOJA
J2ME
"
"Ferris's Christmas Caper ",1998,"COMMODORE ZONE
","COMMODORE 64
"
"Ferry ",1979,"CODE WORKS
THE
COURBOIS SOFTWARE
OSBOURNE/MCGRAW-HILL
","COMMODORE 64
COMMODORE PET/CBM
"
"Fester's Quest ",1989,"NINTENDO OF AMERICA INC.
SUN CORPORATION OF AMERICA
","ARCADE
NES
"
"Fetch ",2013,"BIG FISH GAMES INC
","IPAD
"
"Feti ",1994,"CAT'S PRO
","PC-98
"
"Feud ",1987,"BULLDOG SOFTWARE
MASTERTRONIC INC.
MASTERTRONIC LTD.
","AMIGA
AMSTRAD CPC
ATARI 8-BIT
COMMODORE 64
DOS
MSX
ZX SPECTRUM
"
"Feudal Lords ",1990,"IMPRESSIONS
","AMIGA
ATARI ST
"
"Feuerwache: Mission - Leben retten ",2006,"TGC - THE GAMES COMPANY GMBH
","WINDOWS
"
"Feuerwehr 3D ",2001,"ARI DATA CD GMBH
","WINDOWS
"
"Fever: Sankyo Koushiki Pachinko Simulation ",1999,"INTERBEC
INTERNATIONAL CARD SYSTEM
","PLAYSTATION
WONDERSWAN
"
"Feyruna - Fairy Forest ",2007,"JOCHEN K?RCHER GAMEDESIGN
","WINDOWS
"
"Fez ",2012,"MICROSOFT STUDIOS
POLYTRON CORPORATION
TRAPDOOR INC.
","LINUX
MACINTOSH
PLAYSTATION 3
PLAYSTATION 4
PS VITA
WINDOWS
XBOX 360
"
"FF56! ",2006,"LAUER LEARNING
","MACINTOSH
WINDOWS
"
"F.Godmom ",1991,"SOGGYBREAD SOFTWARE
","DOS
WINDOWS 3.X
"
"Fibble HD ",2012,"CRYTEK GMBH
","IPAD
IPHONE
"
"Fiber Tree ",2004,"PUZZLE LAB
","WINDOWS
"
"Fiber Twig ",2004,"PUZZLE LAB
","WINDOWS
"
"Fiction Fixers: Adventures in Wonderland ",2010,"ASTRAGON SOFTWARE GMBH
FUGAZO INC.
","MACINTOSH
WINDOWS
"
"Fiction Fixers: Adventures in Wonderland Premium Edition ",2010,"FUGAZO INC.
","MACINTOSH
WINDOWS
"
"Fiction Fixers: The Curse of Oz ",2010,"FUGAZO INC.
","MACINTOSH
WINDOWS
"
"Fiddle ",1992,"PALMETTO BAY PUBLISHING
","DOS
"
"The Fidelity Chessmaster 2100 ",1988,"SOFTWARE TOOLWORKS INC.
THE
","AMIGA
APPLE IIGS
COMMODORE 64
DOS
"
"The Fidelity Ultimate Chess Challenge ",1991,"TELEGAMES INC.
","LYNX
"
"The Fidgetts ",1993,"ELITE SYSTEMS LTD.
","GAME BOY
"
"Field Combat ",1985,"HAMSTER CORPORATION
JALECO LTD.
","ARCADE
NES
NINTENDO 3DS
WII
"
"Field Commander ",2006,"SONY ONLINE ENTERTAINMENT INC.
UBISOFT ENTERTAINMENT SA
","PSP
"
"Field of Fire ",1984,"STRATEGIC SIMULATIONS INC.
TRANSATLANTIC SIMULATIONS
","APPLE II
ATARI 8-BIT
COMMODORE 64
"
"Fieldrunners ",2008,"HANDS-ON MOBILE
SUBATOMIC STUDIOS
","ANDROID
BLACKBERRY
BREW
BROWSER
IPAD
IPHONE
J2ME
LINUX
MACINTOSH
NINTENDO DSI
PLAYSTATION 3
PSP
WINDOWS
WINDOWS MOBILE
"
"Fields of Battle ",1995,"BEVELSTONE PRODUCTION
","AMIGA
WINDOWS 3.X
"
"Fields of Glory ",1993,"MICROPROSE LTD.
SPECTRUM HOLOBYTE INC.
","AMIGA
AMIGA CD32
DOS
"
"Field & Stream: Trophy Bass 3D ",1999,"SIERRA ON-LINE INC.
","WINDOWS
"
"Field & Stream: Trophy Bass 4 ",2000,"SIERRA ON-LINE INC.
","WINDOWS
"
"Field & Stream: Trophy Buck ",1999,"SIERRA ON-LINE INC.
","WINDOWS
"
"Field & Stream: Trophy Buck 'n Bass 2 ",2000,"SIERRA ON-LINE INC.
","WINDOWS
"
"Field & Stream: Trophy Hunting 4 ",2000,"SIERRA ON-LINE INC.
","WINDOWS
"
"Fiend ",2001,"FIENDTEAM
","WINDOWS
"
"Fiend Hunter ",1993,"RIGHT STUFF CORP.
","TURBOGRAFX CD
"
"Fiendish Freddy's Big Top O' Fun ",1989,"MINDSCAPE INC.
","AMIGA
AMSTRAD CPC
ATARI ST
COMMODORE 64
DOS
ZX SPECTRUM
"
"Fierce Harmony ",2000,"KESMAI CORPORATION
","WINDOWS
"
"FIFA 06 ",2005,"ELECTRONIC ARTS INC.
","J2ME
"
"FIFA 09 Bundle ",2008,"ELECTRONIC ARTS INC.
","WINDOWS
"
